TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
113.777777778,-163.329,0.712961,0.941348,2.41758,-4.35215,1.96841,-1.44903,2.12359,2.34655,3.58812,3.81059,1.99992,1.21786,2.47978,0.837603,-0.000229636,-0.238554,0.640243,1.80983,0.541766,0.617819
113.800997732,-164.593,1.71983,-1.89877,5.2723,-0.8258,2.57992,-0.150285,2.43133,3.00707,1.24471,2.60363,4.03342,4.56653,3.07602,-0.0750055,-0.129845,-1.22387,-0.433275,0.378244,1.89579,2.66758
113.824217687,-162.225,3.89075,-0.234695,1.48391,-4.04617,1.91184,-0.639444,2.43448,2.02586,2.2641,3.68222,4.46119,5.21244,1.00442,-0.338689,-1.17572,-3.007,-0.053539,1.03739,1.94241,1.31883
113.847437642,-161.974,4.22875,1.42983,3.32011,-2.29996,0.432977,-1.52889,2.7168,2.79922,2.17594,1.59386,2.53178,2.86955,1.22725,-2.06019,-2.76387,-2.82929,-0.192099,3.00975,3.73774,2.13729
113.870657596,-168.135,5.05558,1.30118,3.81791,-0.750689,2.76367,-0.555403,0.359357,-0.109019,1.64441,3.07042,2.08582,2.0242,0.136939,-1.69249,-1.2939,-2.49472,-0.876635,1.26755,1.67341,3.08323
113.893877551,-174.868,6.02774,2.08653,6.04207,0.0738148,1.36331,-3.81355,2.63543,1.40339,0.0173517,2.58158,1.60495,2.51918,2.57815,0.888793,0.02896,1.9468,0.824853,1.41564,4.39237,2.39709
113.917097506,-177.181,4.06501,1.98837,8.68413,2.68322,4.64215,-2.08807,1.94088,2.41636,1.32488,3.13205,3.05155,1.63505,0.600486,-0.733925,0.397525,2.7291,3.55676,0.392346,1.12115,1.08581
113.940317460,-178.871,4.01082,5.24244,9.73061,2.04693,4.38859,-0.855636,4.46457,1.68544,0.122891,1.75269,2.79737,0.30357,-1.39576,-0.61776,0.161128,2.0601,2.22647,0.293347,-0.757856,0.707969
113.963537415,-177.304,4.24365,4.57007,8.6734,0.8018,4.28503,0.830602,3.65143,1.91678,1.06549,-0.256401,0.993613,1.35233,0.508533,-0.351997,0.557712,-0.258959,-1.79292,-2.24222,1.16903,0.601463
113.986757370,-175.973,5.75516,6.21122,8.06856,-1.69042,2.87684,-1.91194,0.458623,0.759571,2.86893,1.56012,2.09094,-0.402492,0.351657,1.32862,0.383645,-1.85509,-1.15596,-2.29376,-0.147384,0.596579
114.009977324,-180.746,5.49572,6.06511,7.02658,-2.14002,1.878,-2.30018,0.0500079,-0.963768,-0.570362,1.75202,3.24254,1.5696,0.847909,-1.13724,0.844332,0.82929,-1.569,-0.258409,0.0533935,0.990732
114.033197279,-180.472,5.52363,5.08871,8.361,-0.887437,3.77597,-3.47937,-0.568821,-0.457328,-0.202255,5.36334,3.04686,1.58757,0.88485,-0.115732,0.938155,1.19822,0.120768,1.22623,1.1744,-1.91624
114.056417234,-178.597,7.3835,4.28595,8.22399,-1.02258,3.75108,-0.437353,2.60391,1.83014,1.77374,3.55259,4.80697,1.49846,-0.19838,-0.103614,-0.0559785,0.428211,-0.765628,-0.717774,-1.17882,0.959982
114.079637188,-181.856,4.1899,8.26949,8.23619,-1.233,5.72316,2.13674,3.98701,3.62835,1.58534,1.00493,1.74696,3.53571,2.07199,-0.594309,1.83078,-0.00915781,-0.421798,-0.0063659,0.655313,-0.12907
114.102857143,-184.683,2.73152,6.3941,9.21032,2.19397,5.75027,1.89513,2.27872,1.79234,2.08774,3.98056,4.13534,2.42601,1.09392,-0.734483,1.52572,-2.25372,0.54347,0.745938,1.44451,1.21656
114.126077098,-187.27,1.56088,5.00238,8.08452,-1.01964,3.63084,1.03906,3.34585,3.52383,5.96036,7.10132,4.9913,2.92359,1.62969,0.443851,0.284562,-0.73752,-0.884394,0.871867,0.271621,0.0294795
114.149297052,-181.282,6.522,4.98171,5.4399,-4.09702,4.16082,-1.23455,2.75145,3.63035,3.10975,4.28573,4.01944,3.69259,0.259834,1.49137,-0.60562,-0.803831,0.603345,-0.576929,-0.803573,1.16466
114.172517007,-183.395,3.568,7.38024,9.45936,-1.99827,2.77436,-0.204898,3.04945,2.17145,2.1041,4.47445,4.918,1.42133,0.117457,-0.679341,-1.56895,-2.06851,0.401988,0.435644,0.660673,-0.361496
114.195736961,-184.896,3.18103,6.11512,8.24914,-0.237019,5.0365,0.775953,4.1273,-0.672762,-0.0483769,0.970444,2.87093,4.33614,2.03376,-0.441944,-1.81868,-0.266628,-0.306991,-2.34296,-1.69936,-0.980658
114.218956916,-184.348,1.14256,6.43964,6.92162,-3.10256,5.60991,2.06793,2.18893,2.79985,3.45169,4.15863,5.15795,3.47036,1.477,-2.59299,-2.79694,-1.20536,-0.163974,-1.85679,-1.44212,0.177817
114.242176871,-190.923,0.187076,4.95284,8.20982,-1.24447,5.41127,2.05168,4.46268,3.75752,2.54238,4.06807,3.32617,1.6442,0.803554,-2.44439,-2.04638,-0.948115,-0.195876,0.0446065,0.289906,0.73411
114.265396825,-193.595,-1.7523,6.74149,6.8954,-1.39412,6.49888,-0.594088,2.01082,3.14613,3.59417,5.91124,3.56607,3.30567,0.855984,0.0255968,-0.401895,0.901829,-0.465872,-1.16085,1.25887,1.19525
114.288616780,-192.518,-2.84354,4.74804,7.09585,0.229186,5.56843,-1.37561,2.57917,3.88668,4.38615,5.00973,4.83531,3.52192,0.321236,-0.707451,-2.07954,-1.69182,-0.792688,-1.93009,0.0364767,1.23163
114.311836735,-191.723,-2.90405,3.72366,6.85435,-1.99594,4.04694,0.244363,2.82754,2.01099,3.32414,3.9652,3.53576,3.62899,1.16374,0.273365,2.00919,2.87855,1.60044,0.134509,0.667535,-0.325192
114.335056689,-192.702,-1.19112,7.17947,7.97964,0.118078,3.64158,-2.48459,4.8399,3.66592,1.4927,4.96022,5.4184,1.80265,0.88177,-2.22942,-0.367186,3.39832,0.96378,-0.92026,-1.12615,2.16178
114.358276644,-192.41,-2.05871,4.29339,6.26682,-0.081492,6.72341,1.44672,4.59371,2.84849,3.24902,5.30394,5.63723,3.75853,1.29715,-0.744618,-0.693878,0.360023,0.199085,-0.55393,0.0396749,1.00165
114.381496599,-195.326,-4.33823,3.35823,6.68882,0.0369365,6.59984,0.690174,4.97319,3.32198,1.5838,3.03112,2.52413,2.82591,1.41002,-0.973679,-1.43446,1.2944,0.495671,-0.173693,-1.01324,-0.416218
114.404716553,-190.743,-2.97784,1.98974,5.49482,-1.26335,4.38232,-3.81359,-0.286945,2.60379,2.31257,3.25118,3.1177,4.31463,1.28724,-0.66061,-0.161842,0.491499,1.40294,-0.120231,0.0420073,0.477185
114.427936508,-195.266,-2.86082,3.86538,6.66022,-1.35437,5.21185,-1.94908,0.7233,1.81461,1.03008,3.67981,2.55861,1.94777,0.825284,-0.554721,0.160322,-0.301054,-0.761224,-0.703655,0.135711,0.670795
114.451156463,-196.015,-0.716507,6.50917,7.46032,-1.89939,4.16025,-1.40438,0.606753,2.74405,3.29975,3.28084,3.8697,3.12991,0.0937803,-0.241678,-0.0425578,-1.04325,-1.09484,-0.244446,1.27557,-0.417493
114.474376417,-197.717,-1.06151,4.87649,7.57804,-2.30621,2.68356,-1.02973,1.79376,1.93088,3.18897,4.23989,1.22132,2.6331,2.64503,-0.0828838,-1.68176,-2.38784,-1.67402,0.458091,2.00993,1.51244
114.497596372,-203.431,-5.3931,2.96577,7.81907,-2.73047,6.4049,1.11871,2.12942,3.73882,4.22403,4.79374,3.82399,1.95025,1.90461,0.585127,-1.8625,0.203435,-0.990085,-2.3006,-0.480556,1.24488
114.520816327,-203.217,-4.14963,1.76254,7.72063,-3.91099,4.17806,0.691358,2.94294,3.01652,4.79729,5.96705,5.26754,2.40583,0.517329,2.60469,-0.801633,-2.95734,-1.13643,-0.531202,1.87572,1.17902
114.544036281,-203.4,-3.85376,5.3528,8.72605,-1.59141,6.87281,1.71868,2.13252,2.91693,2.01034,3.01019,3.31163,1.94497,1.21913,0.0579232,-0.934199,-1.67057,-1.67048,-0.556878,-0.0290744,-0.528781
114.567256236,-202.069,-3.08431,3.67524,8.08199,-4.49349,5.36229,1.66795,2.05937,3.37935,1.99493,4.96035,5.27708,1.70237,-0.965708,-1.31226,-2.73388,-1.03389,-0.340263,0.156485,1.07581,0.957527
114.590476190,-203.755,-3.63163,3.95493,7.26983,-4.27213,2.63629,-0.120879,1.0111,2.187,0.772338,1.63046,5.28591,2.96706,-0.452753,0.180297,0.604289,0.782722,-0.326364,-0.181819,-0.260359,-0.467435
114.613696145,-207.48,-4.38814,3.15721,7.36681,-3.63731,4.72766,1.19853,1.44268,3.74324,3.30706,4.15302,3.683,2.90263,2.88701,-0.584236,-1.56346,0.0576734,1.41227,-0.77775,-1.04971,-0.838493
114.636916100,-207.187,-4.95536,2.51907,8.40133,-2.49983,7.65717,1.41225,0.154927,3.66017,2.48457,1.20468,5.93517,2.34973,0.534937,0.666767,2.52939,0.402764,-1.27793,0.810271,-1.1586,-0.604077
114.660136054,-211.831,-6.00869,3.17344,11.0836,-0.643099,6.23707,3.09897,1.26801,3.6484,2.11402,1.20638,3.19203,1.27044,0.809169,0.170389,-0.479476,-0.405323,0.710296,0.746837,1.14963,2.80266
114.683356009,-208.001,-5.62541,2.94721,13.0321,-2.02259,2.20389,0.46181,-2.19633,1.01432,4.18277,4.91846,5.77857,4.08671,2.19589,2.17074,0.489112,-0.30828,-0.771601,-0.230305,-1.11979,-1.19666
114.706575964,-208.017,-2.4442,1.58038,10.4515,-2.58405,3.98171,-0.0450389,-1.50877,2.28405,2.51436,1.40543,1.84108,2.83049,4.17321,2.48993,0.0104639,1.07359,0.434824,-1.52438,1.37935,2.44612
114.729795918,-210.631,-4.8154,0.257356,8.9346,-4.84517,1.30646,1.74082,2.98286,3.3439,3.03443,4.72836,5.92275,4.51809,1.13051,1.39083,0.775728,1.58269,1.85171,-0.464333,-1.04188,0.891491
114.753015873,-213.058,-5.90583,2.10821,11.3439,-3.74933,2.18432,1.966,1.24794,4.06141,3.60702,3.95283,3.9472,2.95416,2.84992,2.32821,-0.27182,-1.77694,-0.975015,-0.747294,0.725532,1.75792
114.776235828,-212.772,-6.15605,-1.67007,8.08308,-2.49424,2.42707,4.27131,-0.366052,2.65068,4.77962,5.26631,4.36191,3.38129,-0.030587,-0.155447,1.12981,0.300463,-0.95463,0.383342,0.434314,-0.473706
114.799455782,-212.619,-3.00014,-0.18719,9.19857,-5.51422,0.826336,0.757829,-0.467674,3.35845,4.38781,4.70018,3.53287,0.590707,0.452034,1.11612,2.77955,0.230204,-1.08432,-1.03902,0.548535,2.09902
114.822675737,-210.118,-4.58983,-0.807125,10.1487,-3.18232,3.49852,-0.125698,0.202322,5.28979,2.4126,1.83053,3.60222,2.3603,3.03943,1.29777,-0.915793,-2.03883,-0.386848,-0.616648,-1.59869,-0.138356
114.845895692,-211.404,-1.61085,2.01943,11.8688,-2.9036,1.92274,1.06442,1.87445,2.27086,0.54122,2.19748,4.20734,3.81981,1.51889,-1.1349,-0.839025,-0.532036,-1.32584,-0.402249,0.424364,1.31875
114.869115646,-211.334,-3.38929,-2.7661,9.38681,-1.92866,2.57909,3.79998,2.46051,4.95546,5.23389,4.55559,3.91473,2.7441,-0.324574,-4.06682,-3.21824,-0.833312,-1.19707,-1.42161,1.09695,1.56712
114.892335601,-215.241,-4.32266,-0.355976,14.5871,-1.71853,1.59333,1.83278,-0.615877,3.40316,4.78102,5.16359,4.1485,1.53766,-0.432862,-2.05553,0.482491,2.1243,1.19574,-0.591931,-0.676626,-0.54247
114.915555556,-213.239,-4.02593,-1.68823,11.6341,-0.601254,3.59172,2.38638,-0.125973,2.09304,2.39776,4.61544,3.64317,2.57848,2.03004,0.701046,0.489156,-1.26175,-1.71622,-0.71971,-0.232477,-1.76942
114.938775510,-214.921,-2.44783,0.936151,13.1685,-1.262,1.59541,2.01611,-0.8405,-0.499545,1.99743,2.10269,2.89669,4.93131,-0.231459,-2.43144,-3.51543,0.0620153,1.2224,-1.76748,1.51274,0.0154478
114.961995465,-214.615,-1.08085,-2.38663,10.4858,-2.53427,1.57893,1.92671,1.68754,0.41773,0.197347,1.98583,3.23092,1.45646,-1.39074,-1.34675,-2.42963,-1.60674,-1.98369,0.710622,-0.507658,-0.976603
114.985215420,-211.852,-1.83013,-2.50483,11.6159,-2.90367,0.119178,2.532,-1.56539,2.01769,4.25571,4.29536,2.36277,-0.455796,-0.613455,-2.10055,-0.817712,-0.981211,-0.446843,0.149857,0.683413,0.488969
115.008435374,-218.182,-2.26559,-4.08305,10.7968,-2.09818,-1.52579,0.856447,1.0733,1.14013,2.86907,3.85525,2.14758,1.10105,1.08153,-1.17146,-2.26399,-1.54345,-1.02275,-0.118713,1.33641,-0.352
115.031655329,-217.218,-3.21494,-4.57866,10.9219,-1.21415,-1.83917,-1.36513,-2.12396,2.57468,3.90289,3.77402,4.60087,3.86227,0.0614093,-1.16435,-0.450807,1.1781,-0.656319,-1.344,-1.5788,-0.468092
115.054875283,-216.94,0.59192,-2.60862,9.88361,-1.96145,1.13052,2.0444,1.57832,0.673379,0.55784,2.4082,2.55932,1.98341,0.451041,-0.0539225,0.113043,-1.71206,-0.582599,0.223147,1.29592,0.00434111
115.078095238,-215.022,-1.16878,-3.68513,13.2702,-1.77751,1.07183,2.15923,2.14499,2.67243,3.11631,4.70271,2.88518,2.89745,1.51242,1.58929,-1.42381,-2.78786,-1.2088,-1.77027,1.17197,1.72405
115.101315193,-219.889,-2.05566,-2.92963,15.358,-0.434407,1.74712,2.08439,0.936855,2.32367,3.08004,1.99854,2.69192,2.277,1.83914,-0.906097,-0.366074,-1.13751,-1.38858,1.64447,2.06154,1.07963
115.124535147,-217.362,-0.0899442,-4.64227,12.6702,-1.50845,0.973922,2.23741,1.97285,2.44959,2.50626,2.34007,3.47819,1.85386,2.405,-0.0867449,-0.464776,-1.64127,0.920378,0.890954,1.69269,1.20208
115.147755102,-217.911,-0.763954,-6.47831,9.65654,-1.04916,0.997638,4.83874,4.74338,4.00478,4.54414,3.29449,4.60607,1.86756,0.746853,0.211931,-1.20407,0.558982,1.09853,0.19462,0.889718,-0.580629
115.170975057,-219.753,-1.0725,-5.18435,10.4861,-0.744289,0.943148,2.26805,3.79174,2.50488,4.84738,4.92751,3.81979,2.98517,1.2652,-0.606045,0.326715,-0.928949,0.841096,1.63107,-0.507079,0.349629
115.194195011,-220.85,-2.0697,-6.84171,11.1054,-2.8486,0.675784,6.04823,1.92141,1.65034,4.07866,6.5672,2.90921,1.07568,0.699843,-0.93369,-3.3838,-1.24108,-0.126331,-0.93187,-0.500194,-1.71323
115.217414966,-221.046,-1.35829,-7.70271,12.7414,0.292987,1.29126,4.23868,2.20934,0.540321,1.12987,2.19715,3.8732,3.35549,2.22164,1.32234,-1.07914,1.62753,0.170385,-2.82815,-2.70507,-0.491965
115.240634921,-219.192,-0.277841,-8.20901,11.215,-1.57022,2.1996,2.49368,3.07043,3.85888,4.78821,5.63219,5.38164,2.11685,-0.212105,0.979429,0.880376,-0.276439,-1.08013,-1.46943,-1.9158,-1.98556
115.263854875,-222.671,-2.52005,-9.35586,10.5191,-0.138018,0.216831,3.26726,4.11292,3.55906,4.91495,5.33593,3.45429,3.16253,2.7669,0.901611,0.363067,-1.33959,-1.20124,-0.873896,0.117845,-0.45443
115.287074830,-222.16,1.68056,-6.14212,12.3085,-0.131245,-0.952833,1.51454,2.55491,2.17797,2.02133,4.79889,4.56852,3.06996,0.0361313,-1.41481,-0.48521,0.701471,0.516055,-1.59383,-1.28259,0.184749
115.310294785,-224.162,-1.97097,-9.19477,13.4778,4.55239,1.05472,0.636393,3.34479,2.79123,4.49668,3.32519,2.905,2.77238,1.87048,1.80669,-0.761386,-0.477667,-1.46959,-0.844272,0.103661,0.531843
115.333514739,-224.931,0.697011,-8.28342,11.1863,3.64267,2.93841,4.70649,3.04199,2.23603,3.0265,6.13756,5.0087,3.24157,0.759111,-0.239597,-1.74452,-2.12861,-1.83308,-0.00459431,0.393394,0.114417
115.356734694,-227.077,1.00082,-7.43256,11.2563,1.78527,1.71152,4.35161,4.49304,3.49669,5.07815,4.7476,4.46368,1.84623,0.238885,-0.522608,-1.05848,-2.51126,-0.590387,1.02354,-0.715225,-2.24071
115.379954649,-225.504,3.80748,-7.89872,11.3829,3.69822,-0.189997,2.86361,3.52846,1.02304,4.52805,4.64947,3.70255,1.4637,0.122412,-0.447118,-1.71806,-2.90836,-1.84174,-1.75771,-0.6862,0.581695
115.403174603,-223.478,1.93844,-8.7319,12.3763,2.07603,-1.38111,2.8856,5.20594,4.1633,2.68288,2.43133,4.6306,1.72858,2.07481,-0.955912,-1.44678,-2.35159,-1.80187,-1.48689,-1.70731,0.609921
115.426394558,-227.944,3.11112,-7.82288,13.7911,4.21894,2.85058,2.67069,1.74303,2.95206,0.47781,-0.107718,2.26331,0.753393,1.38267,-0.290558,1.5677,0.96857,-0.980809,-1.26386,-1.00695,-0.828817
115.449614512,-226.344,4.58663,-9.17374,9.11828,1.55047,-0.75901,1.63589,2.40982,0.673371,4.23005,3.23065,2.29219,2.80084,0.786705,-1.47479,-1.61445,-1.01715,-1.36113,-1.80443,-2.51149,-0.902609
115.472834467,-230.596,2.02915,-9.11763,11.8832,3.72768,1.00573,3.22786,3.15435,1.98649,3.00368,3.27411,1.59315,0.747763,1.03888,0.392721,-1.21745,-1.56055,-1.42369,-1.00827,-1.27167,0.405702
115.496054422,-228.747,1.50547,-9.63874,11.1667,6.5675,2.23087,2.04382,3.46693,2.26653,1.68761,2.06409,0.455061,2.36126,0.711108,-0.569186,0.109714,-2.36836,-2.76122,0.480469,0.50548,1.29913
115.519274376,-228.578,4.4114,-8.2159,13.2037,5.17336,0.468431,-0.0806736,0.855761,1.56422,2.87055,4.45922,3.96675,3.1536,0.309706,-0.88834,-1.36214,-1.11966,-1.8321,0.44462,0.973137,1.0868
115.542494331,-232.386,3.43925,-9.84528,13.5478,4.61863,2.10289,3.72458,4.40941,2.18666,0.181758,-0.585874,0.34827,0.427291,1.21402,0.695933,-0.367783,-1.87771,-1.85759,-0.545337,-1.43758,-0.657945
115.565714286,-231.189,4.46049,-10.5879,9.36294,5.90652,0.832279,3.34401,3.56637,1.07085,1.2173,1.49999,4.05273,1.34056,0.924308,-0.70413,-1.13915,-0.189559,-1.85322,-1.54824,0.188942,1.09588
115.588934240,-234.298,3.57325,-10.0795,11.1231,3.48215,-1.81527,0.78656,3.68589,4.45819,2.67454,3.37755,3.31102,2.28962,-0.215182,-1.21167,-1.21318,-0.489869,-0.626315,-1.67484,-0.667202,-0.83543
115.612154195,-234.476,3.05385,-13.4815,6.81499,2.2071,1.53884,2.52399,3.1523,3.90947,2.58928,1.95519,2.61123,2.69174,-0.141156,1.10208,1.17063,-1.63315,-1.70226,-1.53059,0.423019,0.724657
115.635374150,-234.908,3.98985,-10.7147,9.96495,3.18482,0.241874,0.513752,3.95578,4.60177,3.91791,4.44922,4.02442,0.373376,-0.885722,-1.44862,-1.78292,-0.446285,0.377261,0.246336,0.898252,0.00810346
115.658594104,-235.176,3.43566,-13.3098,9.81364,1.81831,0.215438,2.20994,3.47896,4.02384,3.2042,4.20061,3.54759,5.31169,1.74503,-0.141624,0.0997063,-2.53502,-1.65105,-2.63711,-0.808675,-0.824111
115.681814059,-236.228,5.74009,-14.7556,7.84768,3.63859,1.24878,1.95691,2.26397,3.52206,2.86259,3.81397,0.921943,2.45094,2.47568,1.55623,0.43664,1.64995,0.210762,0.1134,0.0529545,0.218621
115.705034014,-237.457,4.13841,-13.4613,9.41049,5.26971,0.46885,1.36441,3.04664,4.56051,4.81269,2.79005,2.65357,0.319306,-0.148105,-1.174,-1.50687,0.113561,0.474512,-0.0317161,0.00101639,-1.32197
115.728253968,-236.294,5.10497,-14.977,7.26772,4.70236,2.21535,2.07419,2.3598,4.86569,6.06337,3.64272,4.68808,1.44992,0.12867,-1.93718,-1.89959,-1.05785,0.0224394,-2.86263,0.0794505,1.16078
115.751473923,-236.698,5.03845,-12.6719,7.99076,5.15524,3.02827,1.75495,4.56074,4.52728,5.40622,2.46852,1.82875,1.90585,-0.108582,-0.965786,-0.953791,-0.0150233,-0.264982,-1.57878,-2.26261,-1.05103
115.774693878,-237.988,8.48121,-13.4316,8.17816,3.07518,1.98859,1.16202,2.84667,6.30148,7.08595,3.4075,1.26921,-1.11055,-1.54695,-0.625196,-0.84549,-2.30417,-0.677862,-0.43831,-0.544664,-0.245821
115.797913832,-241.824,7.0781,-11.656,7.68286,4.65992,1.68455,2.0605,4.44428,3.64049,2.02885,3.26593,1.61151,-0.276916,-0.371855,-1.49894,-0.0903561,-0.948942,-0.209409,-0.310051,-0.191391,0.871004
115.821133787,-237.621,6.1227,-16.3628,4.50539,4.78159,3.34056,2.44554,2.95064,3.8118,3.00494,3.48065,3.42743,-1.61363,-0.4839,-1.1736,-0.509908,-1.40636,-1.63175,0.982378,2.26059,1.30959
115.844353741,-237.733,4.70064,-16.2711,5.57356,2.91099,1.65987,2.49774,3.13081,2.93066,0.679082,3.22332,3.24342,2.96367,2.1894,0.244382,-0.970949,-1.74585,-2.33522,-1.20802,-0.426183,0.0504944
115.867573696,-237.609,6.22176,-15.9855,7.77056,5.17586,4.38188,1.63735,0.643731,4.58526,3.95171,4.49465,5.11292,2.26639,0.00227444,-0.201594,-2.71688,-2.21971,-1.75368,-0.979954,0.154478,1.84206
115.890793651,-239.37,6.91507,-16.0644,8.14139,5.84359,3.04536,1.74526,2.39744,4.38319,5.64756,4.3596,2.42881,1.30248,-0.829977,-0.499569,-0.0544277,-2.11711,-1.27621,0.939898,0.848073,-0.709036
115.914013605,-238.696,8.33665,-14.4151,6.25923,5.77471,2.32368,3.07863,4.07101,3.44434,2.29069,1.80527,1.31515,2.96643,-0.660631,-0.724446,-0.0584421,-0.0535856,-0.289548,-0.0771894,-0.245179,-0.121774
115.937233560,-241.068,8.02113,-15.1929,5.73244,5.9995,3.38547,2.76128,3.78577,4.04195,1.85954,1.22043,1.01821,0.983786,0.027624,1.17658,-1.00313,-0.213095,-0.117006,-2.16815,0.218865,1.60773
115.960453515,-236.756,8.11822,-14.8495,6.61145,4.09763,3.69087,1.33198,2.7022,5.85343,4.68403,2.41033,1.07444,-0.0317078,0.970561,-0.236874,-3.16469,-0.866692,-1.69758,-0.46465,-0.699463,-1.36089
115.983673469,-243.944,7.19475,-17.7978,5.29039,5.32165,2.55248,1.80938,4.71413,5.92281,4.29386,2.54614,0.53628,0.93983,-0.330224,0.104564,1.02267,-0.710464,0.00656165,-0.62503,-1.47244,-0.39098
116.006893424,-243.704,6.89109,-15.9866,4.38988,2.12441,0.173308,2.98214,2.41429,3.3298,3.31732,1.84224,3.68162,2.91333,0.830778,0.700298,-0.629003,0.0548506,-2.0398,-0.310532,0.616264,-0.437862
116.030113379,-242.575,6.89172,-17.7467,5.67358,4.6358,3.4724,3.03769,5.12984,4.40491,3.09804,1.90974,2.67209,1.53767,1.05297,0.699868,-0.466649,-2.17411,-1.1906,-0.899161,-1.39732,0.342161
116.053333333,-241.685,7.44395,-17.7717,5.59423,8.1581,4.82503,1.67177,3.48338,3.12876,3.17194,2.63273,1.552,-0.248069,2.05452,2.16724,2.24936,-0.332859,-2.16272,0.466109,-0.703826,0.270961
116.076553288,-245.111,10.4689,-16.4641,3.97635,2.59505,1.70749,2.70108,3.35436,2.8017,4.24207,3.25137,2.48189,0.593782,0.800484,0.210231,-1.15704,-0.613481,-1.15162,-0.0787116,-0.292041,-0.0977687
116.099773243,-246.675,9.42747,-18.6595,2.90372,5.80915,5.47193,3.08956,3.02466,3.76475,4.00772,3.66341,3.23141,1.48105,2.13514,-0.053136,-0.873815,-2.71922,-1.1054,-0.387582,0.487578,-0.132177
116.122993197,-247.825,10.3711,-16.941,4.60986,6.07853,4.75589,2.30695,1.997,5.15733,5.50493,5.59058,1.94252,-1.85896,0.133442,-0.412286,-2.53554,-1.08971,0.568798,1.62966,-1.21524,1.12974
116.146213152,-246.329,10.7936,-15.5623,6.56774,7.27797,5.78521,5.10752,1.66771,1.96993,2.19945,0.985817,1.15521,1.87748,1.88222,0.436959,-1.86618,-1.52889,1.32294,0.666333,-0.494498,-0.958272
116.169433107,-246.005,12.994,-14.0884,3.70795,2.33219,5.05071,3.20391,0.0357944,3.13664,5.07405,3.64762,0.925937,-0.10286,-1.43735,0.297227,-0.317727,-0.180211,-1.38668,-1.20969,-0.165782,-0.802107
116.192653061,-252.093,11.3449,-14.936,4.09792,4.07351,4.51002,2.71418,2.15289,2.13617,3.97722,1.69387,0.692439,1.48831,2.6459,0.744681,-0.0976087,-1.53338,-2.8286,-1.74897,-0.599316,0.280634
116.215873016,-252.933,10.8294,-17.619,2.02953,3.96108,4.33205,3.20902,4.15601,4.80625,4.09064,3.33299,1.5,-1.33973,-0.304739,3.40395,-1.36574,-0.656182,-0.60853,-0.276707,-1.00369,-1.03892
116.239092971,-255.792,7.27652,-16.4387,3.63779,6.26597,4.55771,3.10895,2.20122,2.30058,2.00513,3.40676,-0.954966,-1.89671,1.17458,1.62021,-0.464541,-1.50303,-1.08625,-2.53366,-2.87031,-2.75696
116.262312925,-253.808,10.866,-16.7731,2.65414,4.41421,4.62614,2.59567,3.6048,5.13615,4.91044,1.89132,1.68514,1.06197,-0.731792,0.479705,-0.891507,-1.09703,-0.790078,-3.30741,-0.385738,0.239901
116.285532880,-252.555,12.4245,-15.272,2.23113,4.66343,3.97854,3.74605,1.44866,2.43516,3.73349,2.91352,4.36676,0.400778,-0.797321,-0.629093,0.475887,-0.779411,-1.28858,-1.76154,-0.766334,0.198043
116.308752834,-253.303,12.408,-16.1237,2.20503,5.81413,6.456,3.41485,4.44575,5.87906,4.4578,3.6216,2.28546,-0.790573,0.46541,1.62832,-0.595277,-2.4108,-3.72823,-0.332893,0.957405,-0.591065
116.331972789,-251.339,14.5811,-14.4603,1.15131,5.1212,3.67378,3.9924,4.69138,5.12544,4.86756,1.30965,3.04735,2.56255,-1.11469,-0.708793,-2.47859,-2.94296,-1.52477,-0.6174,0.53093,1.38629
116.355192744,-254.764,13.1714,-17.2995,1.81682,4.31654,4.52378,5.41805,6.80955,4.60175,3.35638,2.47145,1.99785,0.0043326,0.897241,-1.11955,-0.423541,-1.11348,-1.7161,-0.349299,-0.0382338,0.87915
116.378412698,-253.811,12.5814,-15.5416,3.6259,5.33005,2.89443,2.99554,2.81563,5.20311,4.23733,1.23793,2.32222,-1.03089,-0.171037,1.31774,1.86012,-0.0635081,-1.02679,-1.57789,-1.35982,0.701717
116.401632653,-252.124,16.563,-16.0373,-0.251607,3.55538,4.10199,2.07685,1.65294,2.89836,4.90317,5.53694,2.33873,-0.26521,-1.11915,-1.64926,0.22402,-1.0883,-0.46685,-0.0329743,-0.0284071,-0.874183
116.424852608,-255.164,14.931,-16.7914,0.207269,4.0032,4.08094,4.00313,0.284316,2.98845,6.47141,3.18775,0.143052,-0.868088,-0.813296,0.779435,0.531818,1.27042,-1.02502,-0.969732,-0.715813,-0.20144
116.448072562,-253.88,15.3269,-17.5264,-1.62545,4.74871,5.93336,5.20648,4.40595,2.68516,3.241,1.95287,-0.744778,-0.421235,0.0542564,0.136869,0.496484,1.22035,0.375159,-0.752745,-1.82757,0.046523
116.471292517,-240.629,13.8606,-14.2343,3.45343,0.153839,2.68057,0.0536897,1.69172,1.62508,1.285,1.8327,1.10122,1.18534,-0.0877475,-0.207942,0.888056,2.04907,1.01925,-0.617632,-1.90804,-2.01585
