TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
0.743038549,-471.697,-5.52585,10.591,4.10814,3.19709,0.748671,2.67764,3.08453,0.395428,-1.75698,1.49513,0.547204,1.41967,2.83049,2.08842,0.0839552,-0.705636,0.0174972,0.123569,0.513787,0.449136
0.766258503,-472.698,-4.21566,9.46603,2.46716,1.42389,1.40018,3.61141,3.69715,0.206662,-0.577077,3.88611,0.268248,-0.567596,0.481535,1.55361,2.18426,1.42851,1.28116,2.17529,2.30578,0.693332
0.789478458,-471.932,-5.90395,12.0258,5.68191,4.96861,3.15546,4.3701,2.96522,-0.0467765,-0.849455,1.17912,-0.350031,-1.18535,0.384052,0.727787,-0.426066,1.11743,0.330896,0.683901,-1.40537,-0.528638
0.812698413,-472.26,-6.98367,10.4281,6.63151,4.72387,1.90012,3.10291,3.49721,1.78784,-0.387872,1.72849,0.96046,1.24238,-0.527929,0.539684,0.315988,0.0888713,1.57477,0.95004,1.1547,-0.168518
0.835918367,-475.131,-6.66569,9.87345,0.972718,0.719419,0.564298,5.02665,7.30166,3.32012,0.46685,3.36104,2.85504,0.261466,0.242064,1.18847,0.886984,1.30792,0.327729,1.56531,0.983495,1.85116
0.859138322,-471.203,-3.95885,10.2439,4.1057,1.92407,2.35758,2.60908,0.836151,-0.997413,-1.46999,0.52488,1.30564,1.90292,0.694965,1.53554,1.80484,0.547745,0.0426162,2.0492,2.23388,1.05197
0.882358277,-476.932,-6.73753,13.2213,6.50811,4.61217,-2.03389,2.16369,2.98225,-0.64247,-0.865665,-0.055498,0.229189,0.953563,1.26394,2.14964,2.23031,1.37783,-0.922599,-0.950721,-0.144612,0.498892
0.905578231,-477.219,-7.51858,9.64943,3.83545,2.95506,2.11694,4.67533,1.65451,1.00927,0.820328,2.41225,0.635316,-0.263348,-0.916266,1.81343,2.18802,1.22055,0.771939,1.4878,0.971079,0.465824
0.928798186,-478.259,-5.66785,12.0142,6.5844,5.48848,1.79308,0.468099,-0.987805,-0.436592,1.34285,1.25338,-0.633449,2.46788,0.992679,1.35808,0.266138,0.548198,2.93625,2.40793,0.274749,0.379354
0.952018141,-479.156,-4.7341,10.6809,3.50854,3.57653,2.1798,3.94704,4.06084,3.00067,0.399076,0.815575,1.34553,1.0503,0.257519,0.927938,0.237688,0.995103,-0.214373,-0.289296,1.86525,2.2545
0.975238095,-475.182,-4.50336,11.2869,6.18718,5.86071,-0.328938,0.726186,0.304865,-0.500592,-0.0440278,1.22669,1.83305,0.730961,0.326582,1.16425,0.843075,2.08998,2.52886,1.78894,-0.603032,-1.8538
0.998458050,-472.983,-5.14654,11.3173,3.78148,2.27715,-0.22954,3.3302,2.15446,1.84983,2.78769,1.91015,1.68418,0.987694,1.30594,0.36162,0.975307,0.41434,-1.46185,1.52533,0.0774411,-0.972627
1.021678005,-477.178,-9.01055,10.418,4.94216,6.18053,1.53427,1.40479,0.491362,0.096819,0.803633,3.5073,2.73338,0.512931,2.75291,4.05928,2.65845,1.52076,0.40199,1.69755,2.24708,0.898925
1.044897959,-475.637,-4.75566,12.3445,5.52509,4.49285,2.84482,3.94117,1.49804,-0.901111,-1.24615,1.01716,-0.676876,0.786905,0.896895,1.49982,1.7701,1.5534,1.25181,2.52635,2.61917,-0.269572
